id,standard,unit,reporting_category,type,dok,level,blooms,hess_crm_cell,c3_dimension,ssp,correct_answer,irt_a,irt_b,irt_c,tennessee_specific,tcap_format,field_test_ready,topics
GC.07-Q08,GC.07,1,RC-GOV1: Foundations of Constitutional Government,short_answer,2,Proficient,Understand,Understand × DOK 2,D2,SSP.04,See rubric,1.49,0.3,0.0,False,False,False,structure of the Constitution; articles
GC.07-Q09,GC.07,1,RC-GOV1: Foundations of Constitutional Government,constructed_response,3,Advanced,Evaluate,Evaluate × DOK 3,D4,SSP.04,See rubric,1.82,1.44,0.0,False,False,False,Article V; argumentation
GC.07-Q10,GC.07,1,RC-GOV1: Foundations of Constitutional Government,document_based,3,Advanced,Analyze,Analyze × DOK 3,D3,SSP.04,See rubric,1.3,0.4,0.0,False,False,False,Article V; amendment process
GC.07-Q11,GC.07,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,1,Developing,Remember,Remember × DOK 1,D2,SSP.04,C,1.05,-1.25,0.2,False,True,True,amendments; Constitution
GC.07-Q12,GC.07,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,1,Developing,Remember,Remember × DOK 1,D2,SSP.04,D,1.2,-0.95,0.2,False,True,True,Article III; structure of the Constitution
GC.07-Q13,GC.07,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.04,A,1.3,-0.05,0.2,False,True,True,Article V; amendment process
GC.07-Q14,GC.07,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.04,B,1.55,0.4,0.2,False,True,True,ratification; Article V
GC.07-Q15,GC.07,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,2,Proficient,Apply,Apply × DOK 2,D2,SSP.04,C,1.25,0.15,0.2,False,True,True,Supremacy Clause; Article VI
GC.07-Q16,GC.07,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,3,Advanced,Analyze,Analyze × DOK 3,D3,SSP.04,D,1.45,0.65,0.2,False,True,True,Article V; federalism
GC.07-Q17,GC.07,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,3,Advanced,Analyze,Analyze × DOK 3,D3,SSP.04,A,1.65,1.0,0.2,False,True,True,Article V; stability
GC.07-Q18,GC.07,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,3,Advanced,Apply,Apply × DOK 3,D3,SSP.04,B,1.8,1.3,0.2,False,True,True,Supremacy Clause; structure of the Constitution
GC.07-Q19,GC.07,1,RC-GOV1: Foundations of Constitutional Government,constructed_response,3,Advanced,Evaluate,Evaluate × DOK 3,D4,SSP.04,See rubric,1.85,1.45,0.0,False,False,False,Article V; argumentation
GC.07-Q20,GC.07,1,RC-GOV1: Foundations of Constitutional Government,document_based,3,Advanced,Analyze,Analyze × DOK 3,D3,SSP.02,See rubric,1.4,0.6,0.0,False,False,False,Article V; amendment process; federalism
GC.08-Q01,GC.08,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,1,Developing,Remember,Remember × DOK 1,D2,SSP.02,A,1.02,-1.14,0.2,False,True,True,Bill of Rights; amendments
GC.08-Q02,GC.08,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,1,Developing,Remember,Remember × DOK 1,D2,SSP.02,B,1.14,-0.98,0.2,False,True,True,Tenth Amendment; reserved powers
GC.08-Q03,GC.08,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.02,C,1.49,0.3,0.2,False,True,True,First Amendment; individual freedoms
GC.08-Q04,GC.08,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.02,D,1.62,0.5,0.2,False,True,True,due process; Fifth Amendment
GC.08-Q05,GC.08,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.02,A,1.1,-0.3,0.2,False,True,True,Tenth Amendment; reserved powers
GC.08-Q06,GC.08,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,3,Advanced,Analyze,Analyze × DOK 3,D3,SSP.02,B,1.43,0.66,0.2,False,True,True,Bill of Rights; natural rights
GC.08-Q07,GC.08,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,3,Advanced,Analyze,Analyze × DOK 3,D3,SSP.02,C,1.56,0.92,0.2,True,True,True,Tennessee Declaration of Rights; federalism
GC.08-Q08,GC.08,1,RC-GOV1: Foundations of Constitutional Government,short_answer,2,Proficient,Understand,Understand × DOK 2,D2,SSP.02,See rubric,1.49,0.3,0.0,False,False,False,First Amendment; individual freedoms
GC.08-Q09,GC.08,1,RC-GOV1: Foundations of Constitutional Government,constructed_response,3,Advanced,Evaluate,Evaluate × DOK 3,D4,SSP.04,See rubric,1.82,1.44,0.0,False,False,False,Bill of Rights; argumentation
GC.08-Q10,GC.08,1,RC-GOV1: Foundations of Constitutional Government,document_based,3,Advanced,Analyze,Analyze × DOK 3,D3,SSP.02,See rubric,1.3,0.4,0.0,False,False,False,First Amendment; limits on government
GC.08-Q11,GC.08,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,1,Developing,Remember,Remember × DOK 1,D2,SSP.02,D,1.05,-1.25,0.2,False,True,True,Bill of Rights; 1791
GC.08-Q12,GC.08,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,1,Developing,Remember,Remember × DOK 1,D2,SSP.02,A,1.2,-0.95,0.2,False,True,True,Bill of Rights; amendments
GC.08-Q13,GC.08,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.02,B,1.3,-0.05,0.2,False,True,True,Fourth Amendment; individual rights
GC.08-Q14,GC.08,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.02,C,1.55,0.4,0.2,False,True,True,Eighth Amendment; rights of the accused
GC.08-Q15,GC.08,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.02,D,1.25,0.15,0.2,False,True,True,Ninth Amendment; individual rights
GC.08-Q16,GC.08,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,3,Advanced,Apply,Apply × DOK 3,D3,SSP.02,A,1.45,0.65,0.2,False,True,True,First Amendment; freedom of speech; assembly
GC.08-Q17,GC.08,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,3,Advanced,Analyze,Analyze × DOK 3,D3,SSP.02,B,1.65,1.0,0.2,False,True,True,Tenth Amendment; federalism; reserved powers
GC.08-Q18,GC.08,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,3,Advanced,Analyze,Analyze × DOK 3,D3,SSP.02,C,1.8,1.3,0.2,False,True,True,Bill of Rights; individual rights
GC.08-Q19,GC.08,1,RC-GOV1: Foundations of Constitutional Government,constructed_response,3,Advanced,Evaluate,Evaluate × DOK 3,D4,SSP.04,See rubric,1.85,1.45,0.0,False,False,False,Bill of Rights; limited government; argumentation
GC.08-Q20,GC.08,1,RC-GOV1: Foundations of Constitutional Government,document_based,3,Advanced,Analyze,Analyze × DOK 3,D3,SSP.02,See rubric,1.4,0.6,0.0,False,False,False,Tenth Amendment; federalism; reserved powers
GC.09-Q01,GC.09,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,1,Developing,Remember,Remember × DOK 1,D2,SSP.04,A,1.02,-1.14,0.2,False,True,True,republic; representative democracy
GC.09-Q02,GC.09,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,1,Developing,Remember,Remember × DOK 1,D2,SSP.04,B,1.14,-0.98,0.2,False,True,True,direct democracy; lawmaking
GC.09-Q03,GC.09,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.04,C,1.49,0.3,0.2,False,True,True,direct democracy; republic
GC.09-Q04,GC.09,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.04,D,1.62,0.5,0.2,False,True,True,Article IV; republican form of government
GC.09-Q05,GC.09,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.04,B,1.1,-0.3,0.2,False,True,True,representative democracy; elections
GC.09-Q06,GC.09,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,3,Advanced,Analyze,Analyze × DOK 3,D3,SSP.04,A,1.43,0.66,0.2,False,True,True,Federalist No. 10; faction
GC.09-Q07,GC.09,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,3,Advanced,Analyze,Analyze × DOK 3,D3,SSP.04,C,1.56,0.92,0.2,False,True,True,constitutional republic; minority rights
GC.09-Q08,GC.09,1,RC-GOV1: Foundations of Constitutional Government,short_answer,2,Proficient,Understand,Understand × DOK 2,D2,SSP.04,See rubric,1.49,0.3,0.0,False,False,False,direct democracy; republic
GC.09-Q09,GC.09,1,RC-GOV1: Foundations of Constitutional Government,constructed_response,3,Advanced,Evaluate,Evaluate × DOK 3,D4,SSP.04,See rubric,1.82,1.44,0.0,False,False,False,republic; argumentation
GC.09-Q10,GC.09,1,RC-GOV1: Foundations of Constitutional Government,document_based,3,Advanced,Analyze,Analyze × DOK 3,D3,SSP.02,See rubric,1.3,0.4,0.0,False,False,False,Federalist No. 10; republic
GC.09-Q11,GC.09,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,1,Developing,Remember,Remember × DOK 1,D2,SSP.02,A,1.05,-1.25,0.2,False,True,True,republic; representative government
GC.09-Q12,GC.09,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,1,Developing,Remember,Remember × DOK 1,D2,SSP.02,B,1.2,-0.95,0.2,False,True,True,Article IV; republican form of government
GC.09-Q13,GC.09,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.02,C,1.3,-0.05,0.2,False,True,True,republic; representative democracy
GC.09-Q14,GC.09,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.02,D,1.55,0.4,0.2,False,True,True,constitutional republic; limited government
GC.09-Q15,GC.09,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,2,Proficient,Apply,Apply × DOK 2,D2,SSP.02,A,1.25,0.15,0.2,False,True,True,direct democracy; citizen participation
GC.09-Q16,GC.09,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,3,Advanced,Apply,Apply × DOK 3,D3,SSP.02,B,1.45,0.65,0.2,False,True,True,direct democracy; representative democracy
GC.09-Q17,GC.09,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,3,Advanced,Evaluate,Evaluate × DOK 3,D4,SSP.04,C,1.65,1.0,0.2,False,True,True,republic; representative democracy
GC.09-Q18,GC.09,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,3,Advanced,Analyze,Analyze × DOK 3,D3,SSP.04,D,1.8,1.3,0.2,False,True,True,constitutional republic; minority rights
GC.09-Q19,GC.09,1,RC-GOV1: Foundations of Constitutional Government,constructed_response,3,Advanced,Evaluate,Evaluate × DOK 3,D4,SSP.04,See rubric,1.85,1.45,0.0,False,False,False,direct democracy; republic; argumentation
GC.09-Q20,GC.09,1,RC-GOV1: Foundations of Constitutional Government,document_based,3,Advanced,Analyze,Analyze × DOK 3,D3,SSP.02,See rubric,1.4,0.6,0.0,False,False,False,Article IV; republican form of government
GC.10-Q01,GC.10,3,RC-GOV3: The Legislative Branch,multiple_choice,1,Developing,Remember,Remember × DOK 1,D2,SSP.03,C,1.2,-1.3,0.2,False,True,True,Senate; term length
GC.10-Q02,GC.10,3,RC-GOV3: The Legislative Branch,multiple_choice,1,Developing,Remember,Remember × DOK 1,D2,SSP.03,A,1.1,-1.1,0.2,False,True,True,House of Representatives; term length
GC.10-Q03,GC.10,3,RC-GOV3: The Legislative Branch,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.01,B,1.4,-0.1,0.2,False,True,True,Seventeenth Amendment; direct election
GC.10-Q04,GC.10,3,RC-GOV3: The Legislative Branch,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.03,D,1.3,0.0,0.2,False,True,True,bicameral; Congress structure
GC.10-Q05,GC.10,3,RC-GOV3: The Legislative Branch,multiple_choice,2,Proficient,Apply,Apply × DOK 2,D2,SSP.03,A,1.4,0.2,0.2,False,True,True,Senate qualifications; eligibility
GC.10-Q06,GC.10,3,RC-GOV3: The Legislative Branch,multiple_choice,3,Advanced,Analyze,Analyze × DOK 3,D2,SSP.03,C,1.6,0.6,0.2,False,True,True,accountability; term length
GC.10-Q07,GC.10,3,RC-GOV3: The Legislative Branch,multiple_choice,3,Advanced,Evaluate,Evaluate × DOK 3,D3,SSP.02,B,1.7,0.9,0.2,False,True,True,Seventeenth Amendment; accountability
GC.10-Q08,GC.10,3,RC-GOV3: The Legislative Branch,short_answer,2,Proficient,Understand,Understand × DOK 2,D2,SSP.03,See rubric,1.3,0.3,0.0,False,False,False,House vs Senate; terms and elections
GC.10-Q09,GC.10,3,RC-GOV3: The Legislative Branch,constructed_response,3,Advanced,Analyze,Analyze × DOK 3,D4,SSP.03,See rubric,1.6,1.0,0.0,False,False,False,bicameralism; representation compromise
GC.10-Q10,GC.10,3,RC-GOV3: The Legislative Branch,document_based,3,Advanced,Evaluate,Evaluate × DOK 3,D3,SSP.02,See rubric,1.7,1.1,0.0,False,False,False,Seventeenth Amendment; state role
GC.10-Q11,GC.10,3,RC-GOV3: The Legislative Branch,multiple_choice,1,Developing,Remember,Remember × DOK 1,D2,SSP.01,B,1.2,-0.75,0.2,False,True,True,House qualifications; Article I
GC.10-Q12,GC.10,3,RC-GOV3: The Legislative Branch,multiple_choice,1,Developing,Remember,Remember × DOK 1,D2,SSP.01,A,1.0,-1.2,0.2,False,True,True,Seventeenth Amendment; Senate selection
GC.10-Q13,GC.10,3,RC-GOV3: The Legislative Branch,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.03,C,1.32,0.4,0.2,False,True,True,apportionment; House of Representatives
GC.10-Q14,GC.10,3,RC-GOV3: The Legislative Branch,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.03,D,1.44,0.6,0.2,False,True,True,terms of office; elections
GC.10-Q15,GC.10,3,RC-GOV3: The Legislative Branch,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.03,A,1.56,-0.2,0.2,False,True,True,Seventeenth Amendment; accountability
GC.10-Q16,GC.10,3,RC-GOV3: The Legislative Branch,multiple_choice,3,Advanced,Apply,Apply × DOK 3,D2,SSP.04,C,1.52,1.2,0.2,False,True,True,apportionment; representation
GC.10-Q17,GC.10,3,RC-GOV3: The Legislative Branch,multiple_choice,3,Advanced,Analyze,Analyze × DOK 3,D2,SSP.04,D,1.64,1.4,0.2,False,True,True,terms of office; political accountability
GC.10-Q18,GC.10,3,RC-GOV3: The Legislative Branch,multiple_choice,3,Advanced,Evaluate,Evaluate × DOK 3,D3,SSP.02,B,1.76,0.4,0.2,False,True,True,Seventeenth Amendment; federalism
GC.10-Q19,GC.10,3,RC-GOV3: The Legislative Branch,constructed_response,3,Advanced,Analyze,Analyze × DOK 3,D4,SSP.04,See rubric,1.88,0.6,0.0,False,False,False,representation; bicameralism
GC.10-Q20,GC.10,3,RC-GOV3: The Legislative Branch,extended_response,3,Advanced,Evaluate,Evaluate × DOK 3,D4,SSP.04,See rubric,1.4,0.8,0.0,False,False,False,bicameralism; terms of office
GC.11-Q01,GC.11,3,RC-GOV3: The Legislative Branch,multiple_choice,1,Developing,Remember,Remember × DOK 1,D2,SSP.06,C,1.1,-1.3,0.2,False,True,True,census; enumeration
GC.11-Q02,GC.11,3,RC-GOV3: The Legislative Branch,multiple_choice,1,Developing,Remember,Remember × DOK 1,D2,SSP.06,A,1.2,-1.0,0.2,False,True,True,gerrymandering; redistricting
GC.11-Q03,GC.11,3,RC-GOV3: The Legislative Branch,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.06,B,1.4,0.0,0.2,False,True,True,census; apportionment
GC.11-Q04,GC.11,3,RC-GOV3: The Legislative Branch,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.06,D,1.5,0.3,0.2,False,True,True,apportionment; redistricting
GC.11-Q05,GC.11,3,RC-GOV3: The Legislative Branch,multiple_choice,2,Proficient,Apply,Apply × DOK 2,D3,SSP.05,C,1.5,0.4,0.2,True,True,True,Baker v. Carr; malapportionment
GC.11-Q06,GC.11,3,RC-GOV3: The Legislative Branch,multiple_choice,3,Advanced,Analyze,Analyze × DOK 3,D3,SSP.05,D,1.8,0.8,0.2,True,True,True,Baker v. Carr; one person one vote
GC.11-Q07,GC.11,3,RC-GOV3: The Legislative Branch,multiple_choice,3,Advanced,Evaluate,Evaluate × DOK 3,D2,SSP.05,A,1.7,0.9,0.2,False,True,True,gerrymandering; election outcomes
GC.11-Q08,GC.11,3,RC-GOV3: The Legislative Branch,short_answer,2,Proficient,Understand,Understand × DOK 2,D2,SSP.06,See rubric,1.3,0.3,0.0,False,False,False,census; reapportionment
GC.11-Q09,GC.11,3,RC-GOV3: The Legislative Branch,constructed_response,3,Advanced,Analyze,Analyze × DOK 3,D4,SSP.05,See rubric,1.7,1.0,0.0,True,False,False,Baker v. Carr; Fourteenth Amendment
GC.11-Q10,GC.11,3,RC-GOV3: The Legislative Branch,document_based,3,Advanced,Evaluate,Evaluate × DOK 3,D3,SSP.02,See rubric,1.8,1.2,0.0,True,False,False,Baker v. Carr; judicial review
GC.11-Q11,GC.11,3,RC-GOV3: The Legislative Branch,multiple_choice,1,Developing,Remember,Remember × DOK 1,D2,SSP.01,A,1.2,-0.75,0.2,False,True,True,redistricting; census
GC.11-Q12,GC.11,3,RC-GOV3: The Legislative Branch,multiple_choice,1,Developing,Remember,Remember × DOK 1,D2,SSP.01,C,1.0,-1.2,0.2,True,True,True,Baker v. Carr; Tennessee
GC.11-Q13,GC.11,3,RC-GOV3: The Legislative Branch,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.03,B,1.32,0.4,0.2,True,True,True,"one person, one vote; equal representation"
GC.11-Q14,GC.11,3,RC-GOV3: The Legislative Branch,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.03,A,1.44,0.6,0.2,False,True,True,reapportionment; census
GC.11-Q15,GC.11,3,RC-GOV3: The Legislative Branch,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.02,C,1.56,-0.2,0.2,True,True,True,Baker v. Carr; justiciability
GC.11-Q16,GC.11,3,RC-GOV3: The Legislative Branch,multiple_choice,3,Advanced,Apply,Apply × DOK 3,D2,SSP.04,B,1.52,1.2,0.2,False,True,True,gerrymandering; redistricting
GC.11-Q17,GC.11,3,RC-GOV3: The Legislative Branch,multiple_choice,3,Advanced,Analyze,Analyze × DOK 3,D2,SSP.04,D,1.64,1.4,0.2,False,True,True,"one person, one vote; malapportionment"
GC.11-Q18,GC.11,3,RC-GOV3: The Legislative Branch,multiple_choice,3,Advanced,Evaluate,Evaluate × DOK 3,D3,SSP.02,D,1.76,0.4,0.2,True,True,True,Baker v. Carr; justiciability
GC.11-Q19,GC.11,3,RC-GOV3: The Legislative Branch,constructed_response,3,Advanced,Analyze,Analyze × DOK 3,D4,SSP.04,See rubric,1.88,0.6,0.0,False,False,False,gerrymandering; redistricting
GC.11-Q20,GC.11,3,RC-GOV3: The Legislative Branch,document_based,3,Advanced,Evaluate,Evaluate × DOK 3,D3,SSP.02,See rubric,1.4,0.8,0.0,True,False,False,census; equal representation
GC.12-Q01,GC.12,3,RC-GOV3: The Legislative Branch,multiple_choice,1,Developing,Remember,Remember × DOK 1,D2,SSP.01,B,1.1,-1.1,0.2,False,True,True,Vice President; tie-breaking vote
GC.12-Q02,GC.12,3,RC-GOV3: The Legislative Branch,multiple_choice,1,Developing,Remember,Remember × DOK 1,D2,SSP.01,A,1.2,-0.9,0.2,False,True,True,Speaker of the House; constitutional offices
GC.12-Q03,GC.12,3,RC-GOV3: The Legislative Branch,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.01,C,1.4,-0.1,0.2,False,True,True,Speaker of the House; House agenda
GC.12-Q04,GC.12,3,RC-GOV3: The Legislative Branch,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.01,D,1.4,0.1,0.2,False,True,True,President pro tempore; Senate leadership
GC.12-Q05,GC.12,3,RC-GOV3: The Legislative Branch,multiple_choice,2,Proficient,Apply,Apply × DOK 2,D2,SSP.01,B,1.4,0.2,0.2,False,True,True,Speaker selection; majority party
GC.12-Q06,GC.12,3,RC-GOV3: The Legislative Branch,multiple_choice,3,Advanced,Analyze,Analyze × DOK 3,D2,SSP.03,A,1.6,0.6,0.2,False,True,True,floor leaders; legislative scheduling
GC.12-Q07,GC.12,3,RC-GOV3: The Legislative Branch,multiple_choice,3,Advanced,Evaluate,Evaluate × DOK 3,D2,SSP.03,C,1.7,0.9,0.2,False,True,True,Speaker of the House; political power
GC.12-Q08,GC.12,3,RC-GOV3: The Legislative Branch,short_answer,2,Proficient,Understand,Understand × DOK 2,D2,SSP.01,See rubric,1.3,0.3,0.0,False,False,False,Vice President; Senate role
GC.12-Q09,GC.12,3,RC-GOV3: The Legislative Branch,constructed_response,3,Advanced,Analyze,Analyze × DOK 3,D4,SSP.03,See rubric,1.6,1.0,0.0,False,False,False,congressional leadership; lawmaking
GC.12-Q10,GC.12,3,RC-GOV3: The Legislative Branch,extended_response,3,Advanced,Evaluate,Evaluate × DOK 3,D4,SSP.03,See rubric,1.7,1.1,0.0,False,False,False,congressional leadership; comparative influence
GC.12-Q11,GC.12,3,RC-GOV3: The Legislative Branch,multiple_choice,1,Developing,Remember,Remember × DOK 1,D2,SSP.01,B,1.2,-0.75,0.2,False,True,True,President pro tempore; Senate leadership
GC.12-Q12,GC.12,3,RC-GOV3: The Legislative Branch,multiple_choice,1,Developing,Remember,Remember × DOK 1,D2,SSP.01,C,1.0,-1.2,0.2,False,True,True,Speaker of the House; line of succession
GC.12-Q13,GC.12,3,RC-GOV3: The Legislative Branch,multiple_choice,2,Proficient,Apply,Apply × DOK 2,D2,SSP.03,A,1.32,0.4,0.2,False,True,True,floor leaders; party leadership
GC.12-Q14,GC.12,3,RC-GOV3: The Legislative Branch,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.03,D,1.44,0.6,0.2,False,True,True,Vice President; tie-breaking vote
GC.12-Q15,GC.12,3,RC-GOV3: The Legislative Branch,multiple_choice,2,Proficient,Analyze,Analyze × DOK 2,D2,SSP.03,D,1.56,-0.2,0.2,False,True,True,Speaker of the House; President pro tempore
GC.12-Q16,GC.12,3,RC-GOV3: The Legislative Branch,multiple_choice,3,Advanced,Analyze,Analyze × DOK 3,D2,SSP.04,A,1.52,1.2,0.2,False,True,True,agenda control; legislative leadership
GC.12-Q17,GC.12,3,RC-GOV3: The Legislative Branch,multiple_choice,3,Advanced,Apply,Apply × DOK 3,D2,SSP.04,C,1.64,1.4,0.2,False,True,True,Speaker of the House; divided government
GC.12-Q18,GC.12,3,RC-GOV3: The Legislative Branch,multiple_choice,3,Advanced,Evaluate,Evaluate × DOK 3,D3,SSP.02,B,1.76,0.4,0.2,False,True,True,legislative leadership; bicameralism
GC.12-Q19,GC.12,3,RC-GOV3: The Legislative Branch,constructed_response,3,Advanced,Analyze,Analyze × DOK 3,D4,SSP.04,See rubric,1.88,0.6,0.0,False,False,False,Vice President; President of the Senate
GC.12-Q20,GC.12,3,RC-GOV3: The Legislative Branch,document_based,3,Advanced,Evaluate,Evaluate × DOK 3,D3,SSP.02,See rubric,1.4,0.8,0.0,False,False,False,Speaker of the House; constitutional design
GC.13-Q01,GC.13,3,RC-GOV3: The Legislative Branch,multiple_choice,1,Developing,Remember,Remember × DOK 1,D2,SSP.05,B,1.2,-1.2,0.2,False,True,True,veto override; two-thirds vote
GC.13-Q02,GC.13,3,RC-GOV3: The Legislative Branch,multiple_choice,1,Developing,Remember,Remember × DOK 1,D2,SSP.05,C,1.1,-1.0,0.2,False,True,True,filibuster; Senate debate
GC.13-Q03,GC.13,3,RC-GOV3: The Legislative Branch,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.05,A,1.4,0.0,0.2,False,True,True,cloture; filibuster
GC.13-Q04,GC.13,3,RC-GOV3: The Legislative Branch,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D3,SSP.01,D,1.4,0.2,0.2,False,True,True,presentment; Article I Section 7
GC.13-Q05,GC.13,3,RC-GOV3: The Legislative Branch,multiple_choice,2,Proficient,Apply,Apply × DOK 2,D2,SSP.05,B,1.4,0.3,0.2,False,True,True,committee; bill process
GC.13-Q06,GC.13,3,RC-GOV3: The Legislative Branch,multiple_choice,3,Advanced,Analyze,Analyze × DOK 3,D2,SSP.05,C,1.7,0.7,0.2,False,True,True,House vs Senate; debate rules
GC.13-Q07,GC.13,3,RC-GOV3: The Legislative Branch,multiple_choice,3,Advanced,Evaluate,Evaluate × DOK 3,D2,SSP.05,A,1.7,0.9,0.2,False,True,True,checks and balances; legislative difficulty
GC.13-Q08,GC.13,3,RC-GOV3: The Legislative Branch,short_answer,2,Proficient,Understand,Understand × DOK 2,D2,SSP.05,See rubric,1.3,0.3,0.0,False,False,False,bill process; lawmaking
GC.13-Q09,GC.13,3,RC-GOV3: The Legislative Branch,constructed_response,3,Advanced,Analyze,Analyze × DOK 3,D4,SSP.05,See rubric,1.6,1.0,0.0,False,False,False,House Rules Committee; filibuster and cloture
GC.13-Q10,GC.13,3,RC-GOV3: The Legislative Branch,document_based,3,Advanced,Evaluate,Evaluate × DOK 3,D3,SSP.02,See rubric,1.7,1.1,0.0,False,False,False,veto override; checks and balances
GC.13-Q11,GC.13,3,RC-GOV3: The Legislative Branch,multiple_choice,1,Developing,Remember,Remember × DOK 1,D2,SSP.01,B,1.2,-0.75,0.2,False,True,True,cloture; filibuster
GC.13-Q12,GC.13,3,RC-GOV3: The Legislative Branch,multiple_choice,1,Developing,Remember,Remember × DOK 1,D2,SSP.01,A,1.0,-1.2,0.2,False,True,True,veto; lawmaking
GC.13-Q13,GC.13,3,RC-GOV3: The Legislative Branch,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.03,C,1.32,0.4,0.2,False,True,True,bicameralism; lawmaking process
GC.13-Q14,GC.13,3,RC-GOV3: The Legislative Branch,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.03,A,1.44,0.6,0.2,False,True,True,filibuster; cloture
GC.13-Q15,GC.13,3,RC-GOV3: The Legislative Branch,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.03,D,1.56,-0.2,0.2,False,True,True,committees; lawmaking process
GC.13-Q16,GC.13,3,RC-GOV3: The Legislative Branch,multiple_choice,3,Advanced,Apply,Apply × DOK 3,D2,SSP.04,D,1.52,1.2,0.2,False,True,True,veto override; two-thirds vote
GC.13-Q17,GC.13,3,RC-GOV3: The Legislative Branch,multiple_choice,3,Advanced,Apply,Apply × DOK 3,D2,SSP.04,C,1.64,1.4,0.2,False,True,True,filibuster; Senate procedure
GC.13-Q18,GC.13,3,RC-GOV3: The Legislative Branch,multiple_choice,3,Advanced,Evaluate,Evaluate × DOK 3,D3,SSP.02,B,1.76,0.4,0.2,False,True,True,lawmaking process; checks and balances
GC.13-Q19,GC.13,3,RC-GOV3: The Legislative Branch,constructed_response,3,Advanced,Analyze,Analyze × DOK 3,D4,SSP.04,See rubric,1.88,0.6,0.0,False,False,False,veto; checks and balances
